Nome,Titulo,Texto,Data,Review
Jessé Elias Souza de Carvalho,Muito maravilhoso,"Tem tudo o necessário para um leitor de livros e não tem nenhum demérito que atrapalhe a sua leitura em relação as versões mais caras! Porém é claro, se vc tiver com dinheiro livre e puder gastar mais para ter mais pixel na tela, um processador levemente mais rápido e coisas do gênero então te compensa comprar os outros modelos, caso contrário pode comprar que vai te servir perfeitamente.E mais importante ainda, não compre a 8° geração e coisas do gênero, que são os modelos mais baratos ainda, eles não vem com luz embutida e pode acreditar quando eu digo que ela faz TODA a diferença.A bateria dele ao ser utilizado apenas para ler livros, com iluminação e wi-fi ligadas dura cerca de uma semana e meia com uma hora de leitura por dia.A memória que apesar de não ser os 4gb anunciados (É cerca de 2.75gb) é 100% capaz de armazenar TODOS os livros que você quiser, sem exceção! Cada livro tem cerca de 2/3mb, com essa memória do kindle é possível se armazenar quase 2000 livros, mais livros que qualquer pessoa vai ler em toda sua vida, então não se engane nessa de comprar versões mais caras para ter mais armazenento, simplesmente não vale a pena.O uso dele é meio estranho no começo graças a ser de tinta mesmo e não como a tela do celular mas logo vc se acostuma.A leitura é praticamente idêntica a de um livro, com exceção de que no Kindle vc pode personalizar exatamente do jeito que vc quiser.Resumindo, vale MUITO A PENA, podem comprar que não vão se arrepender.",Avaliado no Brasil em 25 de junho de 2019,"5,0 de 5 estrelas"
Kellyano,Bateria muito ruim e mais pesado que o 8,"O produto não atendeu minhas expectativas, o da 8ª geração estava muito melhor, tanto a bateria quanto o peso, esse não é tão leve quanto o 8 e a bateria é uma porcaria, pelo menos esse que eu tenho a bateria não é nada do eu esperava e mal estou usando os leds na maioria das vezes que vou ler não uso leds ou quando os uso a noite antes de dormir só uso no nível 2.. e olhe que o aparelho também já está em modo de economia de energia.",Avaliado no Brasil em 17 de junho de 2019,"1,0 de 5 estrelas"
Bárbara Teixeira,Não existe suporte,Estou com meu kindle há pouco mais de um ano. Infelizmente ele sofreu uma queda da minha mão pela primeira vez e o display foi danificado e o touch parou. Busquei saber se existe algum suporte oficial PAGO (sei que não estou na garantia) e NÃO EXISTE suporte no Brasil. Vou ter que comprar um aparelho novo porque a empresa simplesmente não oferece suporte para um artigo tão vendido como esse. Nem um cupom de desconto para uma nova compra eu recebi. Uma pena. Geração de lixo à toa e muito triste essa falta de suporte autorizado. Tenham muito cuidado com o Kindle de vocês.,Avaliado no Brasil em 21 de junho de 2021,"2,0 de 5 estrelas"
Vinicius Francisco,avaliação,"muito bom o produto, leve nitido e prático! boa estratégia da amazon, em melhorar o custo e inserir a iluminação 👍",Avaliado no Brasil em 30 de abril de 2019,"4,0 de 5 estrelas"
Renato Ramos,Kindle Quase BBB,"O Kindle não e ruim, super leve, rápido, boa iluminação, o que deixa a desejar e a definição de apenas 167 ppi o que distorce algumas imagens mostrando os pixels da tela. A entrega foi um desastre, era pra presente, paguei o embrulho, mandaram a NF junto e sem o cartão que digitei e o embrulho em saco de TNT... :-(",Avaliado no Brasil em 2 de maio de 2019,"3,0 de 5 estrelas"
Rafael Scarpa,Cumpre o que promete.,O produto atende às expectativas. Gostaria apenas que viesse com um carregador completo e não apenas o cabo USB.,Avaliado no Brasil em 3 de maio de 2019,"4,0 de 5 estrelas"
Maicon Fé,Um brinquedo infantil em forma de leitor,"Estou notando: pouco de travamento na tela; bateria, nem de longe cumprindo com o prometido (descarregando em 4 dias).Perdao, Amazon. Não compraria de novo.",Avaliado no Brasil em 12 de setembro de 2019,"1,0 de 5 estrelas"
Anny,Passei a ler mais com o Kindle! Incrível!,"Sempre fui apaixonada por livros de papel. Não me imaginava lendo e-book ou adquirindo um e-reader. Mas, após conhecer melhor o APP da Kindle, fui me rendendo a praticidade, economia e vantagens, de usar um Kindle.Escolhi o 10a geração, comprei um de 4 GB e recebi um de 8GB! Que grata surpresa!! Terei espaços para centenas e centenas de livros!!Costumo ler uns cinco livros de uma vez, ficam espalhadas pela escrivaninha. Agora posso levar quantos livros eu quiser dentro desse portátil aparelho delicado e estiloso! Ele tem um tamanho perfeito para palma da mão, leve, porém firme e resistente. Porem, como todo eletrônico, a tela sempre é sensível, e por segurança, mais durabilidade optei por adquirir uma capa, que acoplou perfeitamente a ele, deixando meu “mais novo amigo”, ainda mais elegante!A tela parece uma folha de livro, luminosidade excelente, não tem reflexo como um tablet ou celular! A noite ou ambientes escuros da para ler sem sentir os olhos incomodados, e na claridade também, a resolução é ótima! Há vários níveis para alterar a luminosidade, há tb várias opções de letras, espaços, parágrafos, da para deixar a página do seu jeito!Vc pode fazer marcações, anotações, traduzir páginas inteiras para diversos idiomas e até enviar por e-mail!, para trabalhar com o texto se precisar!A bateria é muito durável mesmo deixando o dia todo ligado, ela dura semanas, podendo ser de 2 a 4 semanas, dependendo de seu tempo diário de leitura. A tela fica sempre em repouso, ele não desliga totalmente, e mesmo assim o consumo da bateria é mínimo.As páginas deslizam com muita facilidade para a direita e esquerda com um leve toque dos dedos. Os comandos são poucos e todos simples, as configurações muito fáceis. E tendo uma conta da Amazon, ao ligar o aparelho pela primeira vez, tudo é transferido para ele em alguns instantes!As telas de descanso são todas lindas! Ele não possui tela colorida, as cores são em preto e branco e escalas de cinza, como a maioria dos livros de papel!Elogios também a central de dúvidas e ajuda da Amazon, enviei um e-mail e eles retornaram em meu celular e gentilmente esclareceram minhas dúvidas prontamente!Amei a compra e super recomendo!",Avaliado no Brasil em 25 de abril de 2020,"5,0 de 5 estrelas"
Moisés Rita Vasconcelos Junior,Entregue com a embalagem amassada e tela trincada :/,"Gostaria muito de postar falando sobre as coisas maravilhosas que o Kindle proporciona e que chegou antes da data prevista, no entanto tive o azar de receber o produto com a embalagem amassada e tela trincada cujo imediatamente solicitei a devolução, espero que o próximo venha com muito mais cuidado e que possa retornar aqui para avaliar positivamente já que estou ansiosíssimo para usar.",Avaliado no Brasil em 19 de dezembro de 2020,"1,0 de 5 estrelas"
Regis,Excelente custo-benefício.,"Este foi meu primeiro kindle. A leitura em eletronicos me incomoda mas confesso que no kindle ela é leve. É uma experiencia completamente diferente. Gostaria apenas a destacar alguns pontos:1- Iluminação: A luz não chega a ser desconfortável, mas sempre que posso procuro não usar. O tom azulado me incomoda e torna a experiência mais próxima de um tablet (mas ainda assim muito menos incômoda).2 - bateria: Apesar do anúncio da durabilidade, imaginei que fosse ainda maior. costumo usar o meu por volta de 3h diárias o que faz a bateria durar 4, 5 dias.3 - memória: o anúncio diz 4gb porém apenas verificamos 2gb livres. Acredito que o restante seja sistema. Ainda assim é muito espaço. tenho atualmente 500 ebooks no meu e nao cheguei a usar 3% da capacidade.4 - peso/ergonomia: é leve e a ergonomia é excelente. perfeito para usar mesmo com uma das mãos e é até menos cansativo que sustentar livros.5 - capa/película: quando comprei não optei por esses acessórios e por ser um produto novo no mercado há dificuldade de acesso.No geral estou muito satisfeito com o produto. A impressão foi muito melhor que eu imaginei e certamente  o Kindle virou meu item indispensável para me acompanhar à todos os lugares.",Avaliado no Brasil em 16 de maio de 2019,"4,0 de 5 estrelas"
Cintia Masa,Apaixonada!,"Sempre fiquei receosa de comprar pq amo livros físicos. Amo marcar páginas, tocar e sentir o cheiro das folhas. Antes de comprar o kindle instalei um aplicativo no celular pra me acostumar com a ideia (nem de perto é igual) era so pra ter uma noção de como seria. E então resolvi comprar e foi a melhor coisa que fiz esse ano. Posso ler a noite, sem gastar energia de casa, porque a luz do kindle não cansa. Leio ate 2,3 da manhã tranquilamente. É super leve da pra segurar em qualquer posição que não cansa. E ja decidi, livros físicos só compro aqueles que quero guardar pra vida. Mas, para ler mesmo so o kindle. A experiência kindle não tem nada a ver com celular, nem se compara. Mas, se vc tem dúvida quanto a investir em um. Pode fazer como eu, instalar o aplicativo no celular e testar. Se em uma semana você conseguir ter uma rotina lendo assim. Você provavelmente vai se adaptar ao kindle tbm. Quanto a mim, estou inteiramente apaixonada. Comprei por um parceiro Amazon q estava com preço melhor e tem umas 2,3 semanas que chegou e já li 4 livros e estou finalizando o 5, de tão confortável que é usar o kindle. Vale muito a pena.",Avaliado no Brasil em 7 de fevereiro de 2020,"5,0 de 5 estrelas"
Claudia,Falta de capas para este modelo,"Gostei muito do produto, porém tbm estou mto decepcionada pq não encontro capas para este modelo em lugar nenhum. Comprei o branco por achar mais bonito, mas se não tem capa nem compensa comprar esta cor, o material parece ser mto fácil de sujar.",Avaliado no Brasil em 4 de maio de 2019,"3,0 de 5 estrelas"
Alice Mouzinho Barbosa,kindle 10a. geração,"O meu primeiro kindle ainda está comigo e é ótimo.  Ele é tão antigo, velhinho e maravilhoso e tão antigo, tão antigo que tem um tecladinho real para digitar.  Adoro ele e ainda uso.  Acontece que de vez em quando ele estava ficando com uma tela preta e dando sinais de finitude.  Comprei o novo, 10a. geração, e sinceramente não fiquei satisfeita.  Ele não tem dispositivo para passar de capítulos em capítulos e não indica a localização em que vc está, nem mesmo a percentagem, nem o equivalente a que página você está lindo.  E não sei se é defeito do meu, mas ele não está sincronizando com leituras que faço no celular nem no kindle antigo.  Muito estranho.",Avaliado no Brasil em 29 de dezembro de 2019,"3,0 de 5 estrelas"
emerson kochem,Produto não dura 3 meses,"Comprei o Kindle da Amazon no final de 2020, a principio a proposta do produto me pareceu legal. No entanto aproximadamente no 3 mês de uso, começou a apagar as letras. Provavelmente por algum problema na bateria ou algo do gênero , contudo como o aparelho é maciço não adianta tentar verificar. Durou 3 meses, e além de me fazer perder horas trazendo meu conteúdo de estudo o aparelho agora estou com o dito cujo desta forma parado, sem o conteúdo e sem ter como estuda-lo. Obrigado AMAZON.",Avaliado no Brasil em 15 de março de 2021,"1,0 de 5 estrelas"
Pablo Oliveira,Ótimo produto.,"Esse é o meu primeiro contato com um leitor de livros digitais e há tempos considero a compra. Sou daqueles que adora uma estante com livros, os cheiros deles e o folhear. Revolvi adquirir um Kindle na expectativa de poder ter maior liberdade de leitura, já que livros (infelizmente) ainda são relativamente caros. Os e-books, pelo que pude perceber, têm preços mais acessíveis e a Amazon oferece frequentemente promoções onde estes podem ser comprados com até 80% de desconto (vi um livro que queria muito por R$9,90).Para além desse fato, às vezes é difícil transportar um livro (principlamente se ele for denso demais) na bolsa.Recebi o Kindle há 5 dias e estou adorando a experiência.É leve, a luz imbutida (que eu amei) não causa qualquer desconforto na visão e além disso tenho comigo inúmeros livros podendo escolher o que quero ler de acordo com meu humor sabendo que sempre vai ter uma leitura adequada comigo.Adorei a ferramenta que diz quanto tempo leva pra concluir o capítulo/livro e o sistema como um todo é fácil de se acostumar (não enfrentei nenhum problema até agora).O aparelho em si é muito bom. Comprei na cor branca com o receio de ficar amarelado, mas era a que mais me agradava. Percebi que a superficie não é ""emborachada"", então acho que com as devidas cautelas o amarelamento pode ser uma coisa evitável.No mais estou bastante contente com esse ""brinquedinho"".A única coisa da qual sinto falta é uma case (está em falta na cor branca; espero que em breve chegue em estoque).Ahhh, sobre livros: os ebooks que fiz dowload até agora ficaram muito bons no Kindle, então dá pra economizar ainda porque tem muito material de qualidade online :)",Avaliado no Brasil em 24 de maio de 2019,"4,0 de 5 estrelas"
